work_Id,nom projet,permalink,Date de création,*SPV,Puissance MWc (Prev),Longitude DD (Projet),Latitude DD (Projet),Adresse (Projet),Code Postal (Projet),Commune (Projet),Période (Dépôt CRE),📆 Date (T0),Date (Limite MES),Type (Tarif)-V2,FIT €/MWh (déf),📅 Signature PMBAIL,Commercial,📆 Date (Demande Racco),Région (Projet),Date (MES prev),Puissance (MWc Déf),📆 Date réception CR(D),Montant HT CR(D),Estimatif cout Racco (HT),Date (Début Chantier),Productible kWh/kWc (V1),Responsable Dev,Date paiement acompte ( CR(D) ),Date (envoi dossier notaire),Productible kWh/kWc (V4 Solargis),Type (AU),Lauréat AO,📆 Signature Bail,Date (Signature Procuration),Réception DAACT,Pipeline (HS),📆 GO RACCO,Accord,📆 GO URBA,📆 Prev Accord,Validité,Date dépôt AO,📅 GO TARIF,Date (Fin Chantier),Date MES,📅 GO CONSTRUCTION,Date accord (PCM1),📆 Dépôt,Hypothèque,CAPEX - V3 (K€),Productible kWh/kWc (V3 Solargis),Date accord (PCM2),📆 COMPLETUDE OK,Date accord (Transf PC),Productible kWh/kWc (V2 Solargis),CAPEX - V1 (K€),Marge K€ (V1),Marge (V1),CAPEX - V2 (K€),Marge K€ (V2),📅 Date R1 fixée,Marge (V2),Date accord (PCM3),Marge K€ (V3),📅  Date accord (Transf DP),Marge (V3),Responsable Dev ID
IEACTCKNI4Z6APTK,Inial-AP,https://www.wrike.com/open.htm?id=870334058,2022-03-29T16:13:46Z,ENOE PV07,0.02318,5.574521,44.284946,Lieu-dit La Bastie,26560,LABOREL,SANS OBJET,,,Obligation d'achat S21,,2020-08-25,KUAJTF5Z,,,,0.02318,,,,2022-09-26,1480,YVIN Camille,,,,PC,,2022-07-29,,,"[""Bâtiment Neuf""]",,2021-08-23,2021-02-22,,2024-08-23,,,,,,,2021-05-03,,11,1030,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4Z6AQLK,Roman-C-AP,https://www.wrike.com/open.htm?id=870334826,2022-03-29T16:14:43Z,ENOE PV07,0.04864,6.951607,43.91658,Quartier les plans,06260,LA PENNE,SANS OBJET,,,Obligation d'achat S21,,2019-12-04,KUAGHBNY,,,,0.04864,,,,2022-02-21,1426,Anonyme,,,,PC,,2022-04-19,,,"[""Bâtiment Neuf""]",,2021-05-06,2020-02-06,2021-05-06,2024-05-06,,,,,,,2021-02-09,,23,1134,,,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4Z6ASRM,Petitpierre-AP,https://www.wrike.com/open.htm?id=870337068,2022-03-29T16:18:12Z,ENOE PV07,0.029565,5.590503,44.348767,Pra de Means,05150,SORBIERS,SANS OBJET,,,Obligation d'achat S21,,2019-06-20,KUAGEAKU,2023-02-01,,,0.029565,,,,2022-10-10,0,YVIN Camille,,,,PC,,2022-04-28,,,"[""Bâtiment Neuf""]",,2021-02-05,,,2024-02-06,,,,,,,2020-12-21,,11,1116,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4Z6AUGG,Milhoud-2-AP,https://www.wrike.com/open.htm?id=870338758,2022-03-29T16:21:06Z,ENOE PV07,0.04218,5.024993,45.191871,495 route des ferlets,26350,MONTCHENU,SANS OBJET,,,Obligation d'achat S21,,2020-01-07,KUAGEAKU,,,,0.04218,,,,2022-10-10,1259,GAUBERTI Anansa,,,,PC,,2022-03-24,,,"[""Bâtiment Neuf""]",,2021-02-09,2020-07-10,,2024-02-10,,,,,,,2020-11-09,,22,1083,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4Z6AZT3,Meyssirel-AP,https://www.wrike.com/open.htm?id=870344315,2022-03-29T16:27:41Z,ENOE PV07,0.02318,6.538584,44.511403,Lieu-dit les Sagnettes,05200,LES ORRES,SANS OBJET,,,Obligation d'achat S21,,2020-10-22,KUAMTNDK,2023-02-01,,,0.02318,,,,2022-10-24,1246,Anonyme,,,1056,PC,,,,,"[""Bâtiment Neuf""]",,2021-05-19,2020-12-22,2021-05-19,2024-05-19,,,,,,,2021-04-02,,11,816,,,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4Z6A3Q2,Martin-E-AP,https://www.wrike.com/open.htm?id=870346266,2022-03-29T16:31:02Z,ENOE PV07,0.0437,6.153102,44.686895,Lieu-dit devant le bosc,05260,ST MICHEL DE CHAILLOL,SANS OBJET,,,Obligation d'achat S21,,2020-11-17,KUAMTNDK,,,,0.0437,,,,2023-01-02,1248,YVIN Camille,,,1056,DP,,2022-07-27,,,"[""Location Toiture""]",,2021-07-05,2021-05-31,,2024-07-05,,,,,,,2021-06-04,,20,1056,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4Z6U445,Giroud-AP,https://www.wrike.com/open.htm?id=871003037,2022-03-30T14:15:44Z,ENOE PV07,0.02166,6.159929,43.516078,Lieu-dit Quartier Fourniguié - 1894 Route de Carces,83570,COTIGNAC,SANS OBJET,,,Obligation d'achat S21,,2020-10-21,KUAMTNDK,2023-01-31,,,0.02166,,,,2022-09-19,1409,YVIN Camille,,,,PC,,2022-04-14,,,"[""Bâtiment Neuf""]",,2021-02-22,,,2024-02-23,,,,,,,2020-12-02,,14,1271,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4Z7GFVB,Earl Plaine de Lacalm,https://www.wrike.com/open.htm?id=871569057,2022-03-31T07:22:34Z,A DETERMINER BAT,0.483,2.154257,43.860076, Cassac,81120,LAMILLARIE,SANS OBJET,,,Obligation d'achat S21,,2022-03-30,KUAIZA3S,,Occitanie (11),2024-04-19,,,,32784,,1140,Anonyme,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-12,,2022-04-26,2022-02-16,,,,,,,,2022-07-29,,,,,2022-04-19,,,570,72.32,11.12,,,2022-03-30,,,,,,KUALFD66
IEACTCKNI4Z7HTFR,Leap-1,https://www.wrike.com/open.htm?id=871615665,2022-03-31T09:06:04Z,A DETERMINER BAT,0.454,5.858304,43.457467,Chemin de Prugnon,83470,SAINT-MAXIMIN-LA-SAINTE-BAUME,SANS OBJET,,,Obligation d'achat S21,,2019-06-07,KUAFV42T,,Provence-Alpes-Côte d'Azur (13),2024-06-07,0.454,,,18000,,1261,GAUBERTI Anansa,,,,PC,,,,,"[""Bâtiment Neuf""]",2023-01-10,,2022-04-22,2023-05-24,,,,,,,,2023-01-24,,,,,,,,,,,,,2022-03-31,,,,,,KUAI73UW
IEACTCKNI42AB2YB,Bonadeo-1,https://www.wrike.com/open.htm?id=872475393,2022-04-01T13:14:51Z,ENOE PV14,0.1,0.480742,44.317221,Lieu-dit Canole,47360,LACEPEDE,SANS OBJET,,,Obligation d'achat S21,,2022-03-21,KUAIZAZL,2023-02-06,Nouvelle-Aquitaine (10),2024-05-19,0.09975,,,15476,,1090.0,YVIN Camille,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-12,2022-08-24,2022-06-01,2022-08-24,2025-08-24,,2022-08-24,,,,,2022-06-24,,,,,2022-05-19,,1240,127,2.44,1.87,125,4,,,,,,,KUAJ5YLI
IEACTCKNI42ACAED,Bonadeo-2,https://www.wrike.com/open.htm?id=872480899,2022-04-01T13:24:31Z,ENOE PV14,0.15,0.480742,44.317221,Lieu-dit Canole,47360,LACEPEDE,SANS OBJET,,,Obligation d'achat S21,,2022-03-21,KUAIZAZL,2023-02-06,Nouvelle-Aquitaine (10),2024-05-19,0.126,,,16764,,1090.0,YVIN Camille,,,,DP,,,,,"[""Location Toiture""]",2022-07-12,2022-08-24,2022-06-01,2022-08-24,2025-08-24,,2022-08-24,,,,,2022-06-24,Non,,,,2022-05-19,,1161,106,40.64,27.42,126,0,2022-04-07,,,,,,KUAJ5YLI
IEACTCKNI42ACEEX,Bonadeo-3,https://www.wrike.com/open.htm?id=872485015,2022-04-01T13:32:16Z,A DETERMINER BAT,0.2,0.480742,44.317221,Lieu-dit Canole,47360,LACEPEDE,SANS OBJET,,,Obligation d'achat S21,,2022-03-21,KUAIZAZL,,Nouvelle-Aquitaine (10),2024-05-19,,,,22952,,1299.0,YVIN Camille,,,,PC,,,,,"[""Ombrière Volaille""]",2022-07-12,,2022-06-02,2023-01-21,,,,,,,,2022-10-21,,,,,2022-05-19,,,229,38.02,14.09,,,2022-04-01,,,,,,KUAJ5YLI
IEACTCKNI42GC7LU,Warzee-1-CS,https://www.wrike.com/open.htm?id=878804340,2022-04-12T15:48:09Z,ENOE PV11,0.168,3.039798,46.58124,Ruzière,03160,BOURBON L'ARCHAMBAULT,SANS OBJET,2022-07-18,2024-07-18,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-26,,2023-01-05,0.171,2022-10-10,0,12000,,1096.12,CONGARD Kévin,2022-12-06,,,DP,,,,,"[""Bâtiment Neuf""]",2021-06-15,2021-07-05,2021-06-04,2021-07-05,2024-07-05,,2022-03-26,,,,,2021-06-10,,179,1092,,,,1081,,,,182.423,14,,,,,,,KUAJBVJC
IEACTCKNI42HNGLL,Warzee-1-CS-RR,https://www.wrike.com/open.htm?id=880187755,2022-04-14T15:16:28Z,ENOE PV11,0.27375,3.039798,46.58124,Ruzière,03160,BOURBON L'ARCHAMBAULT,SANS OBJET,2022-07-18,2024-07-18,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-15,,2023-01-05,0.27375,2022-10-10,0,12000,,1096.12,CONGARD Kévin,2022-12-06,,,DP,,,,,"[""Bâtiment Neuf""]",2021-06-15,2021-07-05,2021-06-04,2021-07-05,2024-07-05,,2022-03-15,,,,,2021-06-10,,277,1095,,,,1064,,,,283.542,34.4,,,,,,,KUAJBVJC
IEACTCKNI42HNINA,Warzee-3-CS,https://www.wrike.com/open.htm?id=880189856,2022-04-14T15:19:59Z,ENOE PV11,0.30375,3.132023,46.6090,Champ de la Croix,03210,AGONGES,SANS OBJET,2022-05-30,2024-05-30,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-27,,2023-01-05,0.3075,2022-09-06,0,12000,,1112.74,CONGARD Kévin,2022-12-06,,,DP,,,,,"[""Bâtiment Neuf""]",2021-06-15,2021-07-30,2021-06-04,2021-07-30,2024-07-30,,2022-03-27,,,,,2021-06-29,,345,1077,,,,1071,,,,275,80.879,,,,,,,KUAJBVJC
IEACTCKNI42HNL43,Warzee-5-CS,https://www.wrike.com/open.htm?id=880193435,2022-04-14T15:26:19Z,ENOE PV11,0.1935,3.13397,46.6090,Etang d'en Bas,03210,AGONGES,SANS OBJET,2022-05-30,2024-05-30,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-27,,2023-01-05,0.1935,2022-09-06,0,12000,,1112.74,CONGARD Kévin,2022-12-06,,,DP,,,,,"[""Location Toiture""]",2021-06-15,2021-07-30,2021-06-04,2021-07-30,2024-07-30,,2022-03-27,,,,,2021-06-29,,207,1102,,,,1087,,,,172,42.24,,,,,,,KUAJBVJC
IEACTCKNI42HNNGJ,Warzee-5-RR,https://www.wrike.com/open.htm?id=880194761,2022-04-14T15:28:23Z,ENOE PV11,0.193,3.13397,46.6090,Etang d'en Bas,03210,AGONGES,SANS OBJET,2022-05-30,2024-05-30,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-19,,2023-01-05,0.1935,2022-09-06,0,12000,,1112.74,CONGARD Kévin,2022-12-06,,,DP,,,,,"[""Location Toiture""]",2021-06-15,2021-07-30,2021-06-04,2021-07-30,2024-07-30,,2022-03-19,,,,,2021-06-29,,218,1115,,,,1096,,,,172,44.65,,,,,,,KUAJBVJC
IEACTCKNI42J3PAE,Deviers-2,https://www.wrike.com/open.htm?id=882752516,2022-04-19T10:01:35Z,ENOE PV14,0.3,1.278176,44.74908,Lieu-dit les Giroux,24250,NABIRAT,SANS OBJET,2023-02-10,,Obligation d'achat S21,126.57,2022-04-12,KUAIZAZL,2023-01-31,Nouvelle-Aquitaine (10),2024-02-04,0.285,,,35248,,1080.0,CONGARD Kévin,,,,DP,,,,,"[""Location Toiture""]",2022-07-12,2022-08-04,2022-06-03,2022-08-04,2025-08-04,,2022-08-04,,,,,2022-07-04,Non,,,,2022-05-30,,1152,194,94.75,32.4,157,152,2022-04-22,,,,,,KUAJBVJC
IEACTCKNI42J3Q7P,Deviers-3,https://www.wrike.com/open.htm?id=882754543,2022-04-19T10:10:06Z,A DETERMINER BAT,0.45,1.278176,44.749038,Lieu-dit Les Giroux,24250,NABIRAT,SANS OBJET,,,Obligation d'achat S21,,2022-04-12,KUAIZAZL,,Nouvelle-Aquitaine (10),2024-05-30,,,,47112,,1249,CONGARD Kévin,,,,PC,,,,,"[""Ombrière Volaille""]",2022-07-12,,2022-06-03,2023-07-20,,,,,,,,,Non,,,,2022-05-30,,,498,97.85,16.23,,,2022-04-12,,,,,,KUAJBVJC
IEACTCKNI42M7JFV,Lalba-3,https://www.wrike.com/open.htm?id=886023349,2022-04-25T13:19:12Z,A DETERMINER BAT,0.263,,,Lieu dit L'emboly,46350,LAMOTHE FENELON,SANS OBJET,,,Obligation d'achat S21,,2021-09-09,KUAIZA3S,,Occitanie (11),2024-02-24,,,,14416,,1105,GAUBERTI Anansa,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-12,,2022-04-25,2023-06-26,,,,,,,,,,,,,2022-02-24,,,560,90.7,,,,2021-09-09,,,,,,KUAI73UW
IEACTCKNI42M7JTS,Lalba-4,https://www.wrike.com/open.htm?id=886023794,2022-04-25T13:19:57Z,A DETERMINER BAT,0.238,,,Lieu dit L'emboly,46350,LAMOTHE FENELON,SANS OBJET,,,Obligation d'achat S21,,2021-09-09,KUAIZA3S,,Occitanie (11),2024-02-24,,,,13806,,1307,GAUBERTI Anansa,,,,PC,,,,,"[""Ombrière Volaille""]",2022-07-12,,2022-04-25,2023-06-26,,,,,,,,,,,,,2022-02-24,,,,,,,,2021-09-09,,,,,,KUAI73UW
IEACTCKNI42RMOHY,Andrieu-RR,https://www.wrike.com/open.htm?id=890648824,2022-05-03T10:54:01Z,ENOE PV13,0.249,2.322729,43.501363,L'Aurion,81200,AIGUEFONDE,SANS OBJET,2022-07-18,2024-07-18,Obligation d'achat S21,100.3,2021-02-19,,2022-07-18,Occitanie (11),2023-10-21,0.2495,2022-10-13,25935.75,,,1105,CONGARD Kévin,2022-12-01,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-06,2022-04-21,2021-04-20,2022-04-21,2025-04-21,,2022-06-18,,,,,2022-02-17,,,1192,,,,1198,,,,303,41.35,,,,,,,KUAJBVJC
IEACTCKNI42RNPF7,Andrieu-CS,https://www.wrike.com/open.htm?id=890682559,2022-05-03T12:30:46Z,ENOE PV13,0.112,2.322729,43.501363,L'Aurion,81200,AIGUEFONDE,SANS OBJET,,,Obligation d'achat S21,,2021-02-19,KUAIZA3S,,Occitanie (11),2023-10-21,0.104995,,,,,1105,CONGARD Kévin,,,,PC,,,,,"[""Bâtiment Neuf""]",,2022-04-21,2021-04-20,2022-04-21,2025-04-21,,,,,,,2022-02-17,,,1087,,,,974,,,,74,41.191,,,,,,,KUAJBVJC
IEACTCKNI42VG6KT,Blanzac-Proto,https://www.wrike.com/open.htm?id=894662995,2022-05-09T13:10:00Z,A DETERMINER BAT,0.234,1.131052,46.136325,2 Lavaud,87300,Blanzac,,,,Obligation d'achat S21,,,KUAGLLAG,,Nouvelle-Aquitaine (10),,0.234,,,,,,GAUBERTI Anansa,,,,DP,,,,,,2023-02-13,,2022-10-31,2023-03-01,,,,,,,,2023-01-30,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI42XIDUO,Liengme-2-AP,https://www.wrike.com/open.htm?id=896798350,2022-05-12T09:59:08Z,ENOE PV11,0.0285,4.467954,44.024007,Lieu-dit Moulinas,30700,SAINT SIFFRET,SANS OBJET,,,Obligation d'achat S21,,2021-06-15,KUAFV42T,,,2023-05-29,0.029,,,,,1350,CONGARD Kévin,,,867,PC,,,,,"[""Location Toiture""]",,2021-11-29,2021-07-07,2021-11-29,2024-11-29,,,,,,,2021-08-05,,19,,,,,1064,,,,19,13.344,,,,,,,KUAJBVJC
IEACTCKNI43A4G37,Rossard-2,https://www.wrike.com/open.htm?id=906894207,2022-05-31T15:48:29Z,ENOE PV15,0.25,5856022.9,-40608.88,9 Rue de Phlé,79220,SAINT-CHRISTOPHE-SUR-ROC,SANS OBJET,,,Obligation d'achat S21,,2022-05-24,KUAJN6DA,,Nouvelle-Aquitaine (10),2024-05-31,0.25,,,20000,,1065,YVIN Camille,,,,PC,,,,,"[""Location Toiture""]",2022-10-26,2023-01-09,2022-05-31,2023-01-31,2026-01-09,,2023-01-09,,,,,2022-10-31,,,,,2022-05-31,,,,,,,,2022-05-24,,,,,,KUAJ5YLI
IEACTCKNI43BUBP4,GASC9497-1,https://www.wrike.com/open.htm?id=907675132,2022-06-01T14:40:40Z,A DETERMINER BAT,0.254,1.502458,44.124405,Bel Soleil Bas,82440,REALVILLE,SANS OBJET,,,Obligation d'achat S21,,2022-04-25,KUAIZA3S,,Occitanie (11),2024-06-24,0.254,,,13000,,1170,Anonyme,,,,PC+DP,,,,,"[""Bâtiment Neuf"",""Location Toiture""]",2022-07-12,,2022-06-24,2022-12-23,,,,,,,,2023-01-31,,,,,2022-06-01,,,125,1909,,,,,,,,,,KUALFD66
IEACTCKNI43GM77Z,BAUREN25051-1,https://www.wrike.com/open.htm?id=912687097,2022-06-10T12:36:17Z,ENOE PV15,0.251,0.562913,43.821953,273 chemin de Martissens lieu-dit A Martissens,32390,REJAUMONT,SANS OBJET,2023-02-03,,Obligation d'achat S21,126.57,2022-05-16,KUAIZAZL,2023-02-03,Occitanie (11),2024-06-23,0.2325,,,17400,,1115,CONGARD Kévin,,,,PC,,,,,"[""Bâtiment Neuf"",""Location Toiture""]",2022-07-12,2022-11-21,2022-07-11,2022-12-20,2025-11-21,,2022-11-21,,,,,2022-07-25,,,,,,,1199,200,129.12,,213,86,,,,,,,KUAJBVJC
IEACTCKNI43GNAXN,COUSY34701-2,https://www.wrike.com/open.htm?id=912687853,2022-06-10T12:39:24Z,ENOE PV15,0.24,2.169344,44.508003,Les Calderies,12220,GALGAN,SANS OBJET,,,Obligation d'achat S21,,2022-05-21,KUAIZA3S,,Occitanie (11),2024-09-14,0.22275,,,12000,,1152,CONGARD Kévin,,,,DP,,,,,Location Toiture,2022-10-25,2022-11-28,2022-10-04,2022-11-14,2025-11-28,,2022-11-28,,,,,2022-10-14,,,,,,,1224,197,103.25,,221,63,,,,,,,KUAJBVJC
IEACTCKNI43GNDDR,BILLAT35101-1,https://www.wrike.com/open.htm?id=912690289,2022-06-10T12:45:36Z,ENOE PV15,0.18,0.497658,44.477548,Lieu-dit Lamerique,47260,COULX,SANS OBJET,,,Obligation d'achat S21,,2022-05-17,KUAIZAZL,2023-02-20,Nouvelle-Aquitaine (10),2024-07-11,0.18,,,20987,,1198,CONGARD Kévin,,,,PC,,,,,Bâtiment Neuf,2022-07-12,2022-12-10,2022-07-18,2022-12-07,2025-12-10,,2022-12-10,,,,,2022-09-21,,,,,,,1210,390.0,90.88,,193,47,,,,,,,KUAJBVJC
IEACTCKNI43GNDZP,BERTRA10058-1,https://www.wrike.com/open.htm?id=912690991,2022-06-10T12:47:01Z,A DETERMINER BAT,0.243,5.302341,44.547900,Les Vilardons,26340,SAINT NAZAIRE LE DESERT,SANS OBJET,,,Obligation d'achat S21,,2022-05-24,KUAMAUDT,,Auvergne-Rhône-Alpes (1),2024-07-22,,,,23000,,1226,YVIN Camille,,,,PC,,,,,Bâtiment Neuf,2022-10-25,,2022-08-23,2023-01-05,,,,,,,,2022-10-04,,,,,,,,286.0,44.9,,,,,,,,,,KUAJ5YLI
IEACTCKNI43GNEZG,BONDY9867-1,https://www.wrike.com/open.htm?id=912692006,2022-06-10T12:48:48Z,A DETERMINER BAT,0.171,6.174614,43.115370,1948 Chemin de Saint Lazare,83400,HYERES,,,,,,2022-03-25,KUAMAUDT,,Provence-Alpes-Côte d'Azur (13),,,,,,,1288.0,,,,,,,,,,Bâtiment Neuf,,,,,,,,,,,,,,,,,,,,203,39.32,,,,,,,,,,
IEACTCKNI43GNVNK,BILLAT25251-1,https://www.wrike.com/open.htm?id=912709034,2022-06-10T13:11:32Z,ENOE PV14,0.3,0.491043,44.480679,"1350 route de Monclar, lieu-dit Brugues de Balade",47260,COULX,SANS OBJET,2023-01-31,,Obligation d'achat S21,120.78,2022-05-17,KUAIZAZL,2023-01-31,Nouvelle-Aquitaine (10),2024-03-01,0.294,,,20868,,1112,CONGARD Kévin,,,,DP,,,,,Location Toiture,2022-07-12,2022-09-01,2022-07-18,2022-09-01,2025-09-01,,2022-09-01,,,,,2022-08-24,,,,,,,1137,186.0,145.18,,219,95,,,,,,,KUAJBVJC
IEACTCKNI43GNZ7Q,EYSSER19451-1,https://www.wrike.com/open.htm?id=912713712,2022-06-10T13:21:16Z,A DETERMINER BAT,0.169,4.403600,43.747341,Mas Roubel - 8741 Route de Nîmes,30800,SAINT GILLES,SANS OBJET,,,Obligation d'achat S21,,2022-05-10,KUAJTGA6,,Occitanie (11),2024-07-21,,,,13080,,1270,YVIN Camille,,,,DP,,,,,Location Toiture,2022-07-12,,2022-08-23,2022-11-03,,,,,,,,2022-09-30,,,,,,,,193,43.64,18.3,,,,,,,,,KUAJ5YLI
IEACTCKNI43GN2W4,LACOMB9507-1,https://www.wrike.com/open.htm?id=912714460,2022-06-10T13:22:27Z,A DETERMINER BAT,0.243,1.165657,44.176375,305 chemin des brugues,82390,DURFORT-LACAPELETTE,SANS OBJET,,,Obligation d'achat S21,,2022-04-21,KUAIZA3S,,Occitanie (11),2024-07-22,,,,13092,,1212.0,YVIN Camille,,,,PC,,,,,Bâtiment Neuf,2022-07-12,,2022-09-06,2023-06-27,,,,,,,,,,,,,,,,283.0,50.7,,,,,,,,,,KUAJ5YLI
IEACTCKNI43GN2YR,COMPAN21651-1,https://www.wrike.com/open.htm?id=912714513,2022-06-10T13:22:30Z,ENOE PV15,0.243,3.425423,44.346612,Lieu-dit Prunets,48210,MAS-SAINT-CHELY,SANS OBJET,,,Obligation d'achat S21,,2022-05-12,KUAJTGA6,,Occitanie (11),2024-08-23,0.243,,,13000,,1138,YVIN Camille,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-10-25,2023-01-06,2022-09-07,2023-02-22,2026-01-06,,2023-01-06,,,,,2022-11-22,,,,,,,,285.0,47.46,,,,,,,,,,KUAJ5YLI
IEACTCKNI43GN3IO,GRAS10447-1,https://www.wrike.com/open.htm?id=912715022,2022-06-10T13:23:06Z,A DETERMINER BAT,0.243,4.015079,43.661099,Avenue Jourdanel,34670,BAILLARGUES,SANS OBJET,,,Obligation d'achat S21,,2022-05-20,KUAJTGA6,,Occitanie (11),2024-06-25,0.243,,,17000,,1350.0,GAUBERTI Anansa,,,,PC,,,,,Bâtiment Neuf,2022-07-12,,2022-08-26,2023-02-26,,,,,,,,2022-10-27,,,,,,,,287.0,66.1,,,,,,,,,,KUAI73UW
IEACTCKNI43GN4MM,MEYER9499-1,https://www.wrike.com/open.htm?id=912716172,2022-06-10T13:25:22Z,A DETERMINER BAT,0.373,1.274632,43.968965,Lacoyne,82290,LACOURT-SAINT-PIERRE,,,,,,2022-05-06,KUAIZA3S,,Occitanie (11),,,,,,,1122.0,,,,,,,,,,"[""Bâtiment Neuf""]",,,,,,,,,,,,,,,,,,,,418.0,83.63,,,,,,,,,,
IEACTCKNI43GN4XJ,NICOLA9902-1,https://www.wrike.com/open.htm?id=912716521,2022-06-10T13:25:53Z,A DETERMINER BAT,0.1,4.929648,44.216819,L'étang ouest,84290,CAIRANNE,,,,,,2022-04-12,KUAMAUDT,,Provence-Alpes-Côte d'Azur (13),,,,,,,1250.0,,,,,PC,,,,,Bâtiment Neuf,,,,,,,,,,,,,,,,,,,,122.0,22.37,,,,,,,,,,
IEACTCKNI43GN5R7,TORT10392-1,https://www.wrike.com/open.htm?id=912717375,2022-06-10T13:27:37Z,A DETERMINER BAT,0.145,2.601026,43.336510,Route de Camplong,34210,FELINES-MINERVOIS,,,,,,2022-05-23,KUAJTGA6,,Occitanie (11),,,,,,,1200.0,,,,,,,,,,Location Toiture,,,,,,,,,,,,,,,,,,,,116.0,22.65,,,,,,,,,,
IEACTCKNI43GP6P4,GAUTIE10415-1,https://www.wrike.com/open.htm?id=912783868,2022-06-10T14:59:52Z,A DETERMINER BAT,0.171,5.515831,43.893062,les cheyrans,84750,VIENS,SANS OBJET,,,Obligation d'achat S21,,2022-03-25,KUAJTGA6,,Provence-Alpes-Côte d'Azur (13),2024-10-25,,,,13040,,1239,GAUBERTI Anansa,,,,PC,,,,,Bâtiment Neuf,2022-07-12,,2022-09-13,2023-03-13,,,,,,,,,,,,,,,,207.0,30.68,,,,,,,,,,KUAI73UW
IEACTCKNI43GQTXY,OURLIA9498-1,https://www.wrike.com/open.htm?id=912805624,2022-06-10T15:38:41Z,A DETERMINER BAT,0.366,1.190414,43.868747,Gayssanes,82600,MAS-GRENIER,SANS OBJET,,,Obligation d'achat S21,,2022-04-23,KUAIZA3S,,Occitanie (11),2024-07-21,0.366,,,16500,,1121,Anonyme,,,,PC+DP,,,,,"[""Bâtiment Neuf"",""Location Toiture""]",2022-10-25,,2022-08-30,2023-02-17,,,,,,,,2022-11-17,,,,,,,,404,106.76,,,,,,,,,,KUALFD66
IEACTCKNI43G3ISN,DECAMP9552-1,https://www.wrike.com/open.htm?id=913154637,2022-06-12T09:09:21Z,A DETERMINER BAT,0.266,0.856227,43.373681,Tezar,31230,L'ISLE EN DODON,SANS OBJET,,,Obligation d'achat S21,,2022-04-27,KUAIZA3S,,Occitanie (11),2024-08-29,0.266,,,15160,,1152,Anonyme,,,,PC,,,,,Bâtiment Neuf,2022-07-12,2023-02-03,2022-08-29,2023-02-28,2026-02-03,,,,,,,2023-01-05,,,,,2022-06-13,,,299,62.63,,,,,,,,,,KUALFD66
IEACTCKNI43G3KRN,TARDIE10418-1,https://www.wrike.com/open.htm?id=913156653,2022-06-12T09:27:22Z,A DETERMINER BAT,0.123,4.598722,43.892662,160 chemin de saint jean ,30490,MONFRIN,SANS OBJET,,,Obligation d'achat S21,,2022-03-18,KUAJTGA6,,Occitanie (11),2024-06-12,0.123,,,21120,,1262.0,GAUBERTI Anansa,,,,PC,,,,,Bâtiment Neuf,2022-07-12,,2022-07-08,2023-05-14,,,,,,,,2023-02-14,,,,,2022-06-13,,,149,18.99,,,,,,,,,,KUAI73UW
IEACTCKNI43IAAJX,Bordes,https://www.wrike.com/open.htm?id=914358583,2022-06-14T15:02:51Z,ENOE PV17,1.653,-0.288526,43.233033,Voie communale n°14,64510,BORDES,Bat-4-PPE2 : janvier 2023,,,AO CRE,99,,KUAFV42T,,Nouvelle-Aquitaine (10),2024-06-14,1.653,,,92000,,1131,Anonyme,,,,PC,,,,,"[""Ombrière Parking""]",2022-10-11,2022-10-04,2022-07-04,2022-01-01,2025-10-04,,2022-10-04,,,,,2022-08-01,,,,,2022-03-01,,,,,,,,,,,,,,KUALFD66
IEACTCKNI43KO6GN,LENGRA10414-1,https://www.wrike.com/open.htm?id=916945101,2022-06-17T13:28:15Z,A DETERMINER BAT,0.171,4.371692,44.117543,Le Deves,30580,VALLERARGUES,SANS OBJET,,,Obligation d'achat S21,,2022-10-10,KUAJTGA6,,Occitanie (11),2024-11-04,,,,11000,,1215.0,Anonyme,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-12-23,,2022-12-05,2023-05-31,,,,,,,,,,,,,,,,207,37,,,,,,,,,,KUALFD66
