work_Id,nom projet,permalink,Date de création,*SPV,Puissance MWc (Prev),Longitude DD (Projet),Latitude DD (Projet),Adresse (Projet),Code Postal (Projet),Commune (Projet),Période (Dépôt CRE),📆 Date (T0),Date (Limite MES),Type (Tarif)-V2,FIT €/MWh (déf),📅 Signature PMBAIL,Commercial,📆 Date (Demande Racco),Région (Projet),Date (MES prev),Puissance (MWc Déf),📆 Date réception CR(D),Montant HT CR(D),Estimatif cout Racco (HT),Date (Début Chantier),Productible kWh/kWc (V1),Responsable Dev,Date paiement acompte ( CR(D) ),Date (envoi dossier notaire),Productible kWh/kWc (V4 Solargis),Type (AU),Lauréat AO,📆 Signature Bail,Date (Signature Procuration),Réception DAACT,Pipeline (HS),📆 GO RACCO,Accord,📆 GO URBA,📆 Prev Accord,Validité,Date dépôt AO,📅 GO TARIF,Date (Fin Chantier),Date MES,📅 GO CONSTRUCTION,Date accord (PCM1),📆 Dépôt,Hypothèque,CAPEX - V3 (K€),Productible kWh/kWc (V3 Solargis),Date accord (PCM2),📆 COMPLETUDE OK,Date accord (Transf PC),Productible kWh/kWc (V2 Solargis),CAPEX - V1 (K€),Marge K€ (V1),Marge (V1),CAPEX - V2 (K€),Marge K€ (V2),📅 Date R1 fixée,Marge (V2),Date accord (PCM3),Marge K€ (V3),📅  Date accord (Transf DP),Marge (V3),Responsable Dev ID
IEACTCKNI4OWDDTA,Paucis-1,https://www.wrike.com/open.htm?id=492932704,2020-04-14T08:01:00Z,ENOE PV11,0.22792,0.389208,43.303186,Lieu-dit Charret,65220,PUYDARRIEUX,SANS OBJET,2022-05-12,2024-05-12,Obligation d'achat S21,100.3,2020-05-15,KUALII6J,2022-04-07,Occitanie (11),2023-05-29,0.3465,2022-07-12,21738.81,21738.81,,1136,CONGARD Kévin,2022-09-12,2022-08-12,,PC,,,,,"[""Bâtiment Neuf""]",2021-05-10,2022-01-17,2021-05-27,2022-01-17,2025-01-17,,2022-03-07,,,,2022-04-30,2021-09-14,,362,1197,,2021-01-27,,1169,,,,352,102.29,,,,,,,KUAJBVJC
IEACTCKNI4OXM2MY,Mallen,https://www.wrike.com/open.htm?id=494299544,2020-04-16T14:05:39Z,ECO APEX 18,0.326,05.111839,45.271706,605 route de Thodure,26530,LE GRAND SERRE,Bat-9 : nov 2019,2020-02-06,2023-11-06,AO CRE,97,2018-02-13,,2020-02-04,Auvergne-Rhône-Alpes (1),2021-10-06,0.357335,2020-04-28,20181.26,,2021-07-12,,GAUBERTI Anansa,2020-07-02,2021-06-17,1128,PC+DP,true,2021-10-12,2021-09-21,,"[""Bâtiment Neuf"",""Location Toiture""]",2020-02-04,2020-01-23,2020-01-23,,2023-01-23,2019-11-04,2020-01-04,,,2021-09-21,,2019-05-24,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4OXNXRD,Allard-3,https://www.wrike.com/open.htm?id=494329379,2020-04-16T14:56:32Z,ENOE PV10,0.099,4.71756,43.524708,Mas les 2 Verdiers Chemin de cazeau Le Sambuc,13200,ARLES,SANS OBJET,2020-07-06,2022-01-06,Obligation d'achat S17,102.5,2021-09-02,KUAGEAKU,2020-06-27,Provence-Alpes-Côte d'Azur (13),2022-01-17,0.099,2020-10-06,2753.09,,,1423,CONGARD Kévin,2020-12-14,2021-01-04,1493,PC,,2022-07-01,,2022-12-01,"[""Bâtiment Neuf""]",2020-06-27,2018-12-24,2018-02-05,2018-12-24,2021-12-24,,2020-05-27,,2022-12-20,2022-04-24,,,A déterminer,142,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4OZHM4L,Feraud,https://www.wrike.com/open.htm?id=496219019,2020-04-21T10:15:44Z,ENOE PV07,0.09999,6.107623,44.60426,Lieu-dit Les blancs,05000,GAP,SANS OBJET,2021-07-16,2023-01-16,Obligation d'achat S17,94.7,2020-02-04,KUAGEAKU,2021-06-14,Provence-Alpes-Côte d'Azur (13),2022-06-01,0.09999,2021-10-18,19914.92,,2022-09-19,1436,Anonyme,2021-12-14,2021-07-23,,PC,,2022-06-02,2022-05-16,,"[""Bâtiment Neuf""]",2021-06-04,2021-05-03,2020-04-24,2021-05-03,2024-05-03,,2021-05-14,,,2022-05-16,,2020-12-21,NSP,145,1536,,2020-04-21,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4O3VGBZ,Grigri,https://www.wrike.com/open.htm?id=498767929,2020-04-27T13:40:49Z,ENOE PV07,0.0693,2.89869,42.724073,20 rue Blanche Selva,66000,PERPIGNAN,SANS OBJET,2021-03-30,2022-09-30,Obligation d'achat S17,97.4,2020-04-20,KUALII6J,2021-03-19,Nouvelle-Aquitaine (10),2022-05-16,0.0693,2021-09-14,2050.49,,2022-01-17,1093,CONGARD Kévin,2021-09-20,2021-04-30,1204,DP,,2022-07-01,2022-06-27,,"[""Location Toiture""]",2020-07-20,2020-07-01,2020-01-01,,2023-07-02,,2021-02-19,,,,,2020-06-30,NSP,83,1297,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4O5QIS2,Paucis-2,https://www.wrike.com/open.htm?id=500703834,2020-04-30T10:07:08Z,ENOE PV11,0.0888,0.389558,43.304727,Lieu-dit Pomes,65220,PUYDARRIEUX,SANS OBJET,2022-05-12,2024-05-12,Obligation d'achat S21,100.3,2020-05-15,KUALII6J,2022-04-07,Occitanie (11),2023-05-29,0.1215,2022-07-12,8469.02,26000,,1136,CONGARD Kévin,2022-09-12,2022-08-12,,PC,,,,,"[""Bâtiment Neuf""]",2021-05-10,2022-01-17,2021-05-27,2022-01-17,2025-01-17,,2022-03-07,,,,2022-03-30,2021-09-14,,150,1224,,2021-01-27,,1204,,,,143,6.527,,,,,,,KUAJBVJC
IEACTCKNI4O764L4,Milhoud-1,https://www.wrike.com/open.htm?id=503279996,2020-05-06T13:34:56Z,ENOE PV03,0.099,5.023185,45.191784,495 route des ferlets,26350,MONTCHENU,SANS OBJET,2020-11-16,2022-05-16,Obligation d'achat S17,98.7,2020-01-07,KUAGEAKU,2020-11-10,Auvergne-Rhône-Alpes (1),2022-05-30,0.1,2021-02-16,25339.04,,2022-01-31,1259,GAUBERTI Anansa,2021-05-03,2021-01-04,1367,PC,,2022-02-24,2022-02-02,,"[""Bâtiment Neuf""]",2020-09-21,2021-01-07,2020-01-07,2021-01-07,2024-01-08,,2020-10-10,,,,,2020-11-09,NSP,,1367,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4PAPTGM,Capdevielle-1,https://www.wrike.com/open.htm?id=503827660,2020-05-07T13:07:50Z,ENOE PV14,0.19,-0.197995,43.416064,Route de l'école,64160,MONASSUT-AUDIRACQ,SANS OBJET,2022-12-12,2024-12-12,Obligation d'achat S21,120.78,2020-06-26,KUALII6J,2022-12-05,Nouvelle-Aquitaine (10),2024-04-14,0.189375,2023-01-09,22023.17,15480,,1251,CONGARD Kévin,,,,PC,,,,,"[""Ombrière Volaille""]",2022-07-12,2022-10-14,2021-02-08,2022-10-14,2025-10-14,,2022-10-14,,,,,2022-03-23,NSP,,,,2020-11-27,,1125,,,,215,37,,,,,,,KUAJBVJC
IEACTCKNI4PCUVVY,Gaches-1,https://www.wrike.com/open.htm?id=506091192,2020-05-13T09:38:19Z,ENOE PV07,0.24206,2.226974,43.860308,Lieu-dit Les Pouzaques,81990,FREJAIROLLES,Bat-13 : Juillet 2021,2021-12-14,2025-02-14,AO CRE,86,2020-04-16,KUAGPU2M,2022-01-18,Occitanie (11),2023-05-01,0.24206,2022-04-08,30462.44,16000,2022-09-19,1062,Anonyme,2022-06-08,2021-12-15,1225,PC,true,2022-05-19,2022-05-09,,"[""Bâtiment Neuf""]",2022-01-18,2020-11-27,2020-08-02,2020-11-27,2023-11-28,2021-07-08 00:00:00.000,2021-12-18,,,2022-05-09,,2020-11-02,NSP,273,1184,,,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4PCWQXH,Gaches-2,https://www.wrike.com/open.htm?id=506151655,2020-05-13T12:20:43Z,ENOE PV03,0.075,2.226766,43.860664,Lieu-dit Les Pouzaques,81990,FREJAIROLLES,SANS OBJET,2021-03-25,2022-09-25,Obligation d'achat S17,97.6,2020-04-16,KUAGPU2M,2021-03-25,Occitanie (11),2022-06-01,0.09975,2021-06-10,25197.25,,2022-04-11,1209,CONGARD Kévin,2021-07-25,2021-04-06,1196,DP,,2021-12-29,2021-12-15,2023-02-15,"[""Location Toiture""]",2021-01-06,2020-12-09,2020-04-16,2020-12-09,2023-12-10,,2021-02-25,2022-10-13,2022-12-16,2021-12-29,,2020-06-22,NSP,,1170,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4PDFH25,Bayle-P,https://www.wrike.com/open.htm?id=506634077,2020-05-14T08:23:55Z,ENOE PV07,0.3089,1.911227,42.797261,Lieu-dit Al Pech,11340,CAMURAC,Bat-13 : Juillet 2021,2021-12-14,2025-02-14,AO CRE,86,2020-01-30,KUAGPU2M,2022-01-17,Occitanie (11),2023-05-01,0.30894,2022-03-03,9975.62,25000,,1272,Anonyme,2022-05-03,2021-12-15,,PC,true,2022-08-31,2022-06-17,,"[""Bâtiment Neuf""]",2022-01-17,2020-10-01,2020-05-28,2020-10-01,2023-10-02,2021-07-08,2021-12-17,,,,,2020-11-23,NSP,345,1264,,,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4PDLT72,Pascal-1,https://www.wrike.com/open.htm?id=506843130,2021-03-05T11:02:34Z,ENOE PV03,0.099,5.874462,43.885413,Lieu-dit La Farigourière,04180,VILLENEUVE,SANS OBJET,2020-09-21,2022-03-21,Obligation d'achat S17,102.5,2020-05-05,KUAFV42T,2020-09-21,Provence-Alpes-Côte d'Azur (13),2022-03-21,0.1,2020-11-25,15059.69,,2021-10-25,1194,GAUBERTI Anansa,2021-02-21,2021-01-11,1392,PC,,2021-06-29,2021-06-23,,"[""Bâtiment Neuf""]",2020-09-21,2020-02-24,2019-02-04,2020-02-24,2023-02-24,,2020-08-21,2022-05-20,2022-08-02,2021-06-29,,2019-11-04,NSP,,1380,,,2021-06-01,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4PDLVSP,Pascal-2,https://www.wrike.com/open.htm?id=506844751,2020-05-14T16:16:50Z,ENOE PV03,0.036,5.870208,43.884198,Lieu-dit Le Thor,04180,VILLENEUVE,SANS OBJET,2020-12-23,2022-06-23,Obligation d'achat S17,113.5,2020-05-05,KUAFV42T,2020-12-23,Provence-Alpes-Côte d'Azur (13),2022-06-01,0.0345,2021-06-15,11560.93,,2022-02-21,1194,GAUBERTI Anansa,2021-07-25,2021-01-29,1453,DP,,2022-03-15,2022-02-07,,"[""Location Toiture""]",2020-09-21,2020-09-11,2020-05-05,2020-09-11,2023-09-12,,2020-11-23,,,,,2020-08-12,NSP,,1404,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4PD3V46,Boisseranc-1,https://www.wrike.com/open.htm?id=507369374,2020-05-15T16:56:02Z,ENOE PV14,0.142,6.149511,44.569302,L'enclos de Larra,05000,LA BATIE VIEILLE,SANS OBJET,,,Obligation d'achat S21,,2021-03-12,KUAIZAZL,2023-01-31,Provence-Alpes-Côte d'Azur (13),2024-01-31,0.09975,,,7000,,1198,GAUBERTI Anansa,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-01-27,2022-06-03,2022-01-31,2022-06-03,2025-06-03,,2022-09-25,,,,,2022-03-09,,,,,2021-11-12,,1483,173,23.87,11.96,141.238,31,,,,,,,KUAI73UW
IEACTCKNI4PELURJ,Carrau-1,https://www.wrike.com/open.htm?id=507892265,2020-05-18T11:44:55Z,ENOE PV13,0.162,0.409606,43.317443,Lieu-dit Lerbat - Bascou,65220,SADOURNIN,SANS OBJET,,2024-06-10,Obligation d'achat S21,,2020-09-25,KUALII6J,,Occitanie (11),2022-03-14,0.176375,,26641.07,11000,,1181,CONGARD Kévin,,2021-11-30,,PC,,,,,"[""Bâtiment Neuf""]",2022-04-12,2021-09-14,2021-04-20,2021-09-14,2024-09-14,,2022-03-12,,,,,2021-06-16,,,1235,,2021-02-04,,1204,,,,219,32.259,,,,,,,KUAJBVJC
IEACTCKNI4PEP6HF,Capdevielle-2,https://www.wrike.com/open.htm?id=508033253,2020-05-18T16:18:11Z,ENOE PV11,0.152,"-0,1976054","43,4154313",Route de l'école,64160,MONASSUT AUDIRACQ,SANS OBJET,2022-01-28,2024-01-28,Obligation d'achat S21,98,2020-06-26,KUALII6J,2022-01-28,Nouvelle-Aquitaine (10),2022-10-03,0.12512,2022-04-28,9329.48,10000,,1026,CONGARD Kévin,2022-07-01,2022-04-28,,DP,,2022-05-25,2022-05-25,,"[""Location Toiture""]",2022-01-28,2020-10-02,2020-08-30,2020-10-02,2023-10-03,,2021-12-28,,,,,2020-09-03,NSP,180,1112,,2020-06-30,,1125,,,,110,35.855,,,,,,,KUAJBVJC
IEACTCKNI4PEZTHP,Sci-a2j,https://www.wrike.com/open.htm?id=508349679,2020-05-19T07:49:20Z,ENOE PV07,0.09999,6.258523,44.552634,ZA La grande Ile Nord,05230,CHORGES,SANS OBJET,2021-03-31,2022-09-30,Obligation d'achat S17,97.4,2020-02-14,KUAGEAKU,2021-03-19,Provence-Alpes-Côte d'Azur (13),2022-09-01,0.09999,2021-06-28,3724.49,,2022-10-24,1425,GAUBERTI Anansa,2021-07-28,2021-04-20,1483,PC,,2022-09-21,,,"[""Bâtiment Neuf""]",2021-03-19,2021-02-10,2021-02-10,,2024-02-11,,2021-02-19,,,,,2020-09-01,NSP,135,1495,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4PISSGX,Sendra-F,https://www.wrike.com/open.htm?id=512313559,2020-05-28T14:36:20Z,ENOE PV14,0.09999,5.960007,44.283286,La palud,04200,VAUMEILH,SANS OBJET,,,Obligation d'achat S21,,2020-06-09,KUAMTNDK,,Provence-Alpes-Côte d'Azur (13),2023-02-15,0.09975,,,,,1473,Anonyme,,2021-10-04,,PC,,,,,"[""Bâtiment Neuf""]",2021-09-20,2021-09-23,2021-02-15,2021-09-23,2024-09-23,,2021-10-23,,,,,2021-05-27,,141,,,2020-12-21,,1511,,,,134,,,,,,,,KUALFD66
IEACTCKNI4PITJI7,Barneaud,https://www.wrike.com/open.htm?id=512337183,2020-05-28T15:10:16Z,ENOE PV13,0.1,6.252457,44.43656,Lieu-dit Les Pres,04340,LA BREOLE (UBAYE SERRE PONCON),SANS OBJET,2022-05-10,2024-05-10,Obligation d'achat S21,96.9,2020-06-19,KUAMTNDK,2022-04-25,Provence-Alpes-Côte d'Azur (13),2022-08-01,0.0996,2022-09-06,17547.65,17500,,1108,GAUBERTI Anansa,2022-09-20,2022-08-10,,PC,,,,,"[""Bâtiment Neuf""]",2022-04-25,2022-03-03,2021-06-07,2022-03-03,2025-03-03,,2022-03-25,,,,,2021-10-08,NSP,,1154,,2020-07-02,,1128,,,,115,16.5,,,,,,,KUAI73UW
IEACTCKNI4PMATS3,Dusserres,https://www.wrike.com/open.htm?id=515919451,2020-06-04T05:36:24Z,ENOE PV07,0.09999,6.47047,44.507582,Lieu-dit Les Dourioux,05200,CROTS,SANS OBJET,2021-03-26,2022-09-26,Obligation d'achat S17,97.4,2020-06-09,KUAMTNDK,2021-03-24,Provence-Alpes-Côte d'Azur (13),2022-06-01,0.09999,2021-05-26,21378.77,,2022-11-07,1364,Anonyme,2021-06-28,2021-04-12,,PC,,2022-01-19,2022-01-07,,"[""Bâtiment Neuf""]",2021-03-19,2021-03-24,2020-06-26,2021-03-24,2024-03-24,,2021-02-24,,,2022-01-07,,2020-10-21,NSP,147,1385,,2020-06-16,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4PVHCFP,Derbez-2,https://www.wrike.com/open.htm?id=525568175,2020-06-23T08:05:11Z,ENOE PV03,0.162,6.343236,44.387901,lieu-dit Villette,04140,MONTCLAR,Bat-11 : Sept 2020,2021-01-29,2024-03-29,AO CRE,90.79,2020-01-01,KUAG5OZT,2021-03-26,Provence-Alpes-Côte d'Azur (13),2022-03-15,0.18,2021-05-21,12155.51,30000,2022-01-17,1277,GAUBERTI Anansa,2021-06-30,2021-02-01,1290,DP,true,2022-04-29,2022-03-10,,"[""Location Toiture""]",2021-01-06,2020-07-07,2020-01-01,2020-07-07,2023-07-08,2020-09-03,2021-02-26,,,,,2020-06-24,Non,,1273,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4PVIGTK,Feniere-2,https://www.wrike.com/open.htm?id=525605482,2020-06-23T09:43:13Z,ENOE PV03,0.032,5.949471,44.0067,La Deymiere,04190,LES MEES,SANS OBJET,2021-05-21,2022-11-21,Obligation d'achat S17,109.5,2020-01-01,KUAG5OZT,2021-05-21,Provence-Alpes-Côte d'Azur (13),2022-05-02,0.033,2021-09-28,2776.93,,2022-01-03,,GAUBERTI Anansa,2021-11-24,2021-04-06,1538,DP,,2022-05-10,2022-03-25,,"[""Location Toiture""]",2021-01-06,2020-07-17,2020-01-01,2020-07-17,2023-07-18,,2021-04-21,,,,,2020-06-24,NSP,,1480,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4PXY6BB,Lions-1,https://www.wrike.com/open.htm?id=528250913,2020-06-29T07:38:46Z,A DETERMINER BAT,0.3,5.888361,44.30744,Lieu-dit Le buisson et  Saint Jacques,05300,UPAIX,SANS OBJET,,,Obligation d'achat S21,,2020-04-22,KUAFV42T,,Provence-Alpes-Côte d'Azur (13),2023-03-10,,,,22000,,1468,GAUBERTI Anansa,,,,PC,,,,,"[""Ombrière Volaille""]",2022-09-08,,2021-02-19,2023-03-15,,,,,,,,,NSP,,,,2020-11-27,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4PX5HC3,Boutonnet-1,https://www.wrike.com/open.htm?id=528391259,2020-06-29T13:13:11Z,ENOE PV14,0.194,2.104204,44.259066,Lieu-dit Puech Deltour,12240,LE BAS SEGALA,SANS OBJET,2022-02-11,2024-02-11,Obligation d'achat S21,98,2020-07-10,KUAMTNDK,2022-01-13,Occitanie (11),2023-05-16,0.28424,2022-12-09,12169.53,14000,,1153,GAUBERTI Anansa,,2022-05-11,,PC,,,2023-01-31,,"[""Bâtiment Neuf""]",2022-01-13,2021-11-16,2021-03-16,2021-11-16,2024-11-16,,2021-12-13,,,,,2021-07-19,,,,,2021-02-03,,1225,,,,319,70.144,,,,,,,KUAI73UW
IEACTCKNI4PZMV73,Roustan,https://www.wrike.com/open.htm?id=529946619,2020-07-01T18:37:40Z,ENOE PV14,0.099,6.131254,43.465831,Les Moulins Aufies,83570,CORRENS,SANS OBJET,2023-01-12,2025-01-12,Obligation d'achat S21,116.7,2022-02-01,KUAJTF5Z,2023-01-12,Provence-Alpes-Côte d'Azur (13),2024-03-23,0.09975,,,16200,,1265,GAUBERTI Anansa,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-12,2022-10-27,2022-05-02,2022-10-27,2025-10-27,,2022-10-27,,,,,2022-05-31,NSP,,,,2022-03-23,,1367,132,16.6,10.75,111,36,,,,,,,KUAI73UW
IEACTCKNI4P23UZV,Trabesse-1,https://www.wrike.com/open.htm?id=531485493,2020-07-06T11:31:43Z,A DETERMINER BAT,0.365,-0.113022,43.293967,Lieu-dit Baradat,65320,GARDERES,SANS OBJET,,,Obligation d'achat S21,,2021-11-23,KUAIZA3S,,Occitanie (11),2024-04-28,0.365,,,29905,,1085,CONGARD Kévin,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-12,,2022-05-20,2023-03-15,,,,,,,,2022-12-15,,,,,2022-04-28,,,206,10.58,4.82,,,2021-11-23,,,,,,KUAJBVJC
IEACTCKNI4P4GRSW,Scorsone,https://www.wrike.com/open.htm?id=532891222,2020-07-08T12:24:04Z,ENOE PV07,0.093,4.694744,44.104072,985  rte de Bagnols,30290,LAUDUN L'ARDOISE,SANS OBJET,2022-02-02,2024-02-02,Obligation d'achat S21,94.7,2021-01-20,KUAMTNDK,2022-02-02,Occitanie (11),2023-06-25,0.09576,2022-04-20,9475.22,10000,2022-11-07,1259,YVIN Camille,2022-06-21,2022-05-02,1337,PC,,2022-07-01,2022-06-16,,"[""Bâtiment Neuf""]",2021-06-24,2021-11-16,2021-06-25,,2024-11-16,,2022-01-02,,,2022-06-16,,2021-08-19,,125,1295,,2021-04-23,,1287,123,16.8,11.89,,,,,,,,,KUAJ5YLI
IEACTCKNI4P4ZB5A,Fournier-1,https://www.wrike.com/open.htm?id=533497760,2020-07-09T10:33:17Z,ENOE PV07,0.09999,5.874829,44.304735,Lieu-dit Coste Giraud,05300,UPAIX,SANS OBJET,2021-04-13,2022-10-14,Obligation d'achat S17,95.2,2019-11-05,KUAGPU2V,2021-04-13,Provence-Alpes-Côte d'Azur (13),2023-03-10,0.09999,2021-07-13,23655.4,,2023-02-01,1216,YVIN Camille,2021-09-03,2021-04-15,,PC,,2022-04-14,2022-03-29,,"[""Bâtiment Neuf""]",2021-03-19,2021-02-04,2021-02-04,,2024-02-05,,2021-03-13,,,,,2020-11-20,NSP,134,1515,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4P42NUO,Fournier-2,https://www.wrike.com/open.htm?id=533542542,2020-07-09T13:08:08Z,ENOE PV03,0.099,5.874377,44.304797,Lieu-dit Coste Giraud,05300,UPAIX,SANS OBJET,2021-01-06,2022-07-06,Obligation d'achat S17,97.6,,,2021-01-06,Provence-Alpes-Côte d'Azur (13),2022-06-01,0.09975,2021-03-05,3659.69,,2022-04-11,,GAUBERTI Anansa,2021-05-31,2021-02-08,1419,DP,,,2022-03-29,,"[""Location Toiture""]",2021-01-06,2020-11-05,2020-04-05,,2023-11-05,,2020-12-06,,,,,,NSP,,1380,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4P43RK5,Gras-E-1,https://www.wrike.com/open.htm?id=533579101,2020-07-09T14:02:37Z,ENOE PV07,0.1,6.016629,44.757054,Lieu-dit Les Bennettes (Chauffayer),05800,AUBESSAGNE,SANS OBJET,2021-04-02,2022-10-02,Obligation d'achat S17,95.2,2020-06-05,KUAMTNDK,2021-03-29,Provence-Alpes-Côte d'Azur (13),2022-06-01,0.1,2021-07-02,13162.45,,2022-10-03,1308,GAUBERTI Anansa,2021-09-15,2021-01-05,,PC,,2022-02-07,2022-01-21,,Bâtiment Neuf,2021-03-19,2021-02-23,2020-07-09,,2024-02-24,,2021-02-28,,,2022-01-21,2021-08-20,2020-09-29,NSP,142,1338,,2020-07-09,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4P44MNJ,Gras-E-2,https://www.wrike.com/open.htm?id=533606825,2020-07-09T14:29:41Z,ENOE PV07,0.09999,6.017884,44.756475,Lieu-dit Les Bennettes (Chauffayer),05800,AUBESSAGNE,SANS OBJET,2021-04-02,2022-10-02,Obligation d'achat S17,95.2,2020-06-05,KUAMTNDK,2021-03-22,Provence-Alpes-Côte d'Azur (13),2022-06-01,0.09999,2021-07-02,13162.45,,2022-10-17,1097,GAUBERTI Anansa,2021-09-15,2021-04-12,1315,DP,,2022-01-28,2022-01-21,,"[""Location Toiture""]",2021-03-19,2020-11-27,2020-11-27,,2023-11-28,,2021-02-22,,,2022-01-21,,2020-08-06,NSP,88,1182,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4P5IIMY,Milhoud-2,https://www.wrike.com/open.htm?id=533995928,2020-07-10T09:13:32Z,ENOE PV07,0.09999,5.024993,45.191871,495 route des ferlets,26350,MONTCHENU,SANS OBJET,2021-05-05,2022-11-05,Obligation d'achat S17,95.2,2020-01-07,KUAGEAKU,2021-05-05,Auvergne-Rhône-Alpes (1),2022-09-01,0.09999,2021-07-27,6901.55,,2022-10-10,1259,GAUBERTI Anansa,2021-09-15,2021-05-10,1186,PC,,2022-03-24,2022-03-23,,"[""Bâtiment Neuf""]",2021-03-19,2021-02-09,2020-07-10,,2024-02-10,,2021-04-05,,,,,2020-11-09,NSP,131,1168,,2020-07-10,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4P7ZNZA,Fournier-J,https://www.wrike.com/open.htm?id=536655648,2020-07-16T12:24:38Z,ENOE PV07,0.09999,5.872064,44.304111,Lieu-dit Coste Giraud,05300,UPAIX,SANS OBJET,2021-04-14,2022-10-14,Obligation d'achat S17,95.2,2020-07-09,KUAGPU2V,2021-04-14,Provence-Alpes-Côte d'Azur (13),2022-09-01,0.09999,2021-07-13,23655.4,,2022-10-03,1447,YVIN Camille,2021-09-03,2021-01-26,,PC,,2022-03-10,2022-02-14,,"[""Bâtiment Neuf""]",2021-03-19,2021-02-04,2020-09-21,,2024-02-05,,2021-03-14,,,2022-02-14,,2020-11-13,NSP,134,1527,,2020-07-16,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4QDXGHP,Darrouzes-1,https://www.wrike.com/open.htm?id=540776687,2020-07-27T12:14:21Z,ENOE PV11,0.236,-0.741612,43.566905,Lieu-dit Marlus,40330,AMOU,SANS OBJET,2022-05-20,2024-05-20,Obligation d'achat S21,100.3,2020-07-23,KUALII6J,2022-02-23,Nouvelle-Aquitaine (10),2023-02-26,0.24975,2022-05-25,18562.16,18000,,1171,CONGARD Kévin,2022-07-22,2021-11-30,,PC,,2022-07-21,2022-07-18,,"[""Bâtiment Neuf""]",2022-02-23,2021-08-26,2021-02-08,2021-08-26,2024-08-26,,2022-01-23,,,,,2021-07-02,NSP,154,1174,,2020-11-27,,1162,,,,311,20.3,,,,,,,KUAJBVJC
IEACTCKNI4QFJ3ZS,GAEC-Ste-Marie-2,https://www.wrike.com/open.htm?id=542437170,2020-07-30T09:15:04Z,ENOE PV02,0.09999,-1.747560,46.908870,Sainte Marie des Pins,85300,FROIDFOND,,2020-10-06,2022-04-06,Obligation d'achat S17,105.1,2019-12-09,KUAGGG4X,2020-06-30,,2021-12-30,0.09999,2020-09-25,3773.69,15000,2021-08-23,1219,CONGARD Kévin,2020-10-16,2021-09-10,1143,PC,,2019-12-09,,2021-12-23,,2020-06-30,2020-05-29,2020-05-29,2020-05-29,2023-05-29,,2020-05-29,,2022-09-19,2019-12-09,,,,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4QFJ4HA,GAEC-Vallon-2,https://www.wrike.com/open.htm?id=542437600,2020-07-30T09:16:12Z,ENOE PV02,0.09999,-0.786065,46.780022,Montbail,85700,SAINT-MESMIN,,2020-06-30,2021-12-30,Obligation d'achat S17,105.1,2019-10-25,KUAGGG4X,2020-06-30,,2021-12-30,0.09999,2020-09-25,2384,15000,2021-05-19,1176,CONGARD Kévin,2020-10-16,2021-09-10,1122,PC,,2022-01-14,,2022-01-07,,2020-06-30,2020-06-04,2020-06-04,2020-06-04,2023-06-04,,2020-06-04,,2022-03-08,2022-01-14,,,,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4QFJ5OT,Bernardeau-G-1,https://www.wrike.com/open.htm?id=542438867,2020-07-30T09:19:39Z,ENOE PV02,0.19998,-1.456546,47.416222,La Lorie,44390,PETIT MARS,,2020-01-17,2021-07-17,Obligation d'achat S17,105.1,2019-07-17,KUAGGG4X,,,2021-07-17,0.09999,2020-07-02,4293,12500,2021-04-01,1179,CONGARD Kévin,2020-07-29,2021-09-10,1123,PC,,2021-09-28,,2021-09-03,,2020-01-17,2019-12-09,2019-12-09,2019-12-09,2022-12-09,,2019-12-09,,2021-09-22,2021-09-28,,,,,,,,,,,,,,,,,,,,,KUAJBVJC
